n,m,time(s),sat,median_time(s)
4,0,0.000027644,True,0.000024172
4,1,0.000016489,True,0.000014642
4,1,0.000033641,True,0.000028346
4,1,0.000015934,True,0.000014692
4,1,0.000015711,True,0.000014773
4,1,0.000019482,True,0.000018470
4,1,0.000017966,True,0.000017722
4,1,0.000017443,True,0.000018029
4,1,0.000018099,True,0.000018180
4,1,0.000016702,True,0.000015692
4,1,0.000015832,True,0.000014750
4,1,0.000015035,True,0.000014613
4,1,0.000015701,True,0.000014561
4,2,0.000015847,True,0.000014688
4,2,0.000014951,True,0.000014270
4,2,0.000014898,True,0.000014263
4,2,0.000015288,True,0.000014165
4,2,0.000018302,True,0.000017772
4,2,0.000023097,True,0.000017467
4,2,0.000018462,True,0.000017902
4,2,0.000018277,True,0.000017683
4,2,0.000016041,True,0.000016436
4,2,0.000015019,True,0.000014658
4,2,0.000015006,True,0.000014406
4,2,0.000015720,True,0.000014788
4,2,0.000016234,True,0.000015181
4,2,0.000015843,True,0.000014955
4,2,0.000016842,True,0.000015005
4,2,0.000015680,True,0.000014322
4,2,0.000016500,True,0.000014466
4,2,0.000015566,True,0.000015001
4,2,0.000014508,True,0.000013896
4,2,0.000014733,True,0.000014541
4,2,0.000017290,True,0.000015565
4,2,0.000014702,True,0.000014320
4,2,0.000015135,True,0.000014246
4,2,0.000015817,True,0.000014922
4,2,0.000016805,True,0.000015447
4,2,0.000015462,True,0.000014337
4,2,0.000015982,True,0.000014507
4,2,0.000014741,True,0.000014254
4,2,0.000014808,True,0.000013839
4,2,0.000015348,True,0.000014590
4,2,0.000015251,True,0.000014347
4,2,0.000015475,True,0.000014769
4,2,0.000014981,True,0.000014470
4,2,0.000014866,True,0.000014027
4,2,0.000015055,True,0.000014711
4,2,0.000015649,True,0.000014494
4,2,0.000015633,True,0.000015012
4,2,0.000014921,True,0.000013985
4,2,0.000015827,True,0.000015033
4,2,0.000017440,True,0.000014417
4,2,0.000015546,True,0.000014298
4,2,0.000015668,True,0.000014882
4,2,0.000017259,True,0.000014517
